,PITCHER,NAME,YEAR,Unnamed: 0,W,L,SV,IP,R,ER,PA,AB,H,HR,TB,BB,UBB,IBB,HBP,SO,PLAYERID,BASEBALLREFERENCECODE,WARP,TEAM
2273,24584,Cal Koonce,1960,6383,44,42,22,851.6674,407,357,3655,3245.0,861,73,1270.0,314,265,49,21.0,448,24584,kooncca01,-6.391478900000001,CHC
2274,24590,Howie Koplitz,1960,6388,9,7,1,175.3337,90,82,772,669.0,187,19,279.0,80,73,7,3.0,87,24590,kopliho01,-1.19301922,WSA
2275,24608,Lou Koupal,1920,6398,6,8,7,193.0,133,96,880,0.0,234,9,0.0,84,84,0,4.0,52,24608,koupalo01,0.6000000000000001,BRO
2276,24618,Jack Kramer,1930,6408,9,16,0,211.667,150,137,998,0.0,269,18,0.0,127,127,0,3.0,68,24618,krameja01,1.8,SLB
2277,24618,Jack Kramer,1940,6409,82,78,6,1293.667,664,572,5589,0.0,1344,67,0.0,492,492,0,5.0,501,24618,krameja01,9.7,SLB
2278,24619,Randy Kramer,1980,6411,6,11,2,121.333,59,55,524,439.0,102,11,161.0,62,58,4,8.0,59,24619,kramera01,-0.77174,PIT
2279,24621,Gene Krapp,1910,6413,40,47,1,764.3337,343,274,3231,0.0,631,11,0.0,418,418,0,33.0,353,24621,krappge01,6.9,BUF
2280,24626,Lew Krausse,1960,6418,42,55,20,758.0004,358,324,3204,2810.0,665,69,1037.0,303,272,31,21.0,436,24626,krausle02,1.1646550000000002,KCA
2281,24626,Lew Krausse,1970,6419,26,36,1,525.6664,277,247,2285,2038.0,540,68,858.0,190,159,31,14.0,285,24626,krausle02,2.804045,MIL
2282,24635,Ray Kremer,1920,6424,107,55,10,1372.0,598,527,5755,0.0,1399,81,0.0,330,330,0,22.0,390,24635,kremera01,24.2,PIT
2283,24635,Ray Kremer,1930,6425,36,30,0,582.6667,352,289,2575,0.0,709,42,0.0,153,153,0,7.0,126,24635,kremera01,2.5,PIT
2284,24640,Lou Kretlow,1940,6429,6,3,0,108.3333,75,67,505,0.0,113,8,0.0,82,82,0,1.0,53,24640,kretllo01,-1.0,DET
2285,24640,Lou Kretlow,1950,6430,21,44,1,677.0009,404,358,3043,730.0,668,54,322.0,440,436,4,9.0,397,24640,kretllo01,1.2156559000000002,CHW
2286,24646,Howie Krist,1940,6436,34,10,6,415.3327,163,151,1736,0.0,373,20,0.0,148,148,0,8.0,143,24646,kristho01,3.9000000000000004,STL
2287,24649,Gary Kroll,1960,6441,6,7,1,159.33339999999995,84,75,719,602.0,147,18,236.0,91,91,0,7.0,138,24649,krollga01,-0.850792,NYM
2288,24661,Mike Krukow,1970,6443,26,26,0,479.3333,246,225,2091,1852.0,498,40,728.0,197,173,24,11.0,307,24661,krukomi01,2.443069,CHC
2289,24661,Mike Krukow,1980,6444,98,91,1,1711.3329999999999,823,724,7302,6558.0,1690,156,2557.0,570,510,60,36.0,1171,24661,krukomi01,34.07801,SFG
2290,24670,Johnny Kucks,1950,6449,50,46,7,824.3330000000001,408,351,3485,3129.0,830,69,1207.0,265,255,10,38.0,300,24670,kucksjo01,4.430643999999999,NYY
2291,24684,Bill Kunkel,1960,6457,6,6,4,142.6667,80,68,619,558.0,153,17,243.0,49,44,5,0.0,83,24684,kunkebi01,1.185298,KCA
2292,24691,Emil Kush,1940,6462,21,12,12,346.3337,146,134,1481,0.0,324,21,0.0,158,158,0,10.0,150,24691,kushem01,5.3999999999999995,CHC
2293,24697,Marty Kutyna,1960,6465,14,16,7,282.6667,154,125,1230,1076.0,294,28,462.0,107,100,7,2.0,109,24697,kutynma01,-0.6993260000000001,WSA
2294,24702,Clem Labine,1950,6468,70,51,82,916.3330000000001,414,365,3859,2095.0,862,73,813.0,333,297,36,8.0,458,24702,labincl01,2.8614686500000013,BRO
2295,24702,Clem Labine,1960,6469,7,5,14,163.3333,78,70,718,638.0,181,8,247.0,63,45,18,3.0,93,24702,labincl01,0.013851499999999987,PIT
2296,24711,Frank Lacorte,1980,6477,18,18,26,283.9999,149,134,1222,1039.0,241,27,374.0,151,131,20,2.0,218,24711,lacorfr01,4.3537,HOU
2297,24712,Mike Lacoss,1970,6478,18,16,0,301.6670000000001,148,128,1288,1130.0,306,18,423.0,125,108,17,3.0,104,24712,lacosmi01,0.058920000000000076,CIN
2298,24712,Mike Lacoss,1980,6479,73,78,12,1312.9987,661,577,5646,4987.0,1344,72,1836.0,537,470,67,24.0,610,24712,lacosmi01,11.230039,SFG
2299,24712,Mike Lacoss,1990,6480,7,9,0,125.0,76,72,562,484.0,136,9,189.0,63,61,2,2.0,69,24712,lacosmi01,0.6114748000000001,SFG
2300,24716,Pete Ladd,1980,6482,16,22,39,274.6667,142,128,1162,1045.0,267,39,453.0,88,74,14,7.0,203,24716,laddpe01,0.7562722000000001,MIL
2301,24717,Doyle Lade,1940,6483,20,23,1,419.6666,230,200,1860,0.0,457,32,0.0,171,171,0,5.0,142,24717,ladedo01,2.9,CHC
2302,24721,Ed Lafitte,1910,6488,37,34,5,632.6667,318,233,2639,0.0,646,16,0.0,260,260,0,24.0,251,24721,lafited01,2.6,BTT
2303,24726,Lerrin Lagrow,1970,6490,34,53,51,739.9993000000002,398,338,3212,2847.0,772,69,1139.0,295,270,25,12.0,354,24726,lagrole01,-4.103960800000001,DET
2304,24728,Jeff Lahti,1980,6492,17,11,20,286.0,109,99,1192,1050.0,252,14,358.0,111,69,42,5.0,137,24728,lahtije01,2.2747627,STL
2305,24733,Joe Lake,1900,6494,23,33,1,484.666,238,140,1989,0.0,432,8,0.0,136,136,0,11.0,235,24733,lakejo01,0.4999999999999998,NYY
2306,24733,Joe Lake,1910,6495,39,57,4,833.3330000000001,433,277,3452,0.0,897,11,0.0,196,196,0,9.0,359,24733,lakejo01,4.8999999999999995,SLB
2307,24737,Jack Lamabe,1960,6497,33,41,15,710.9991,375,335,3073,2757.0,753,67,1120.0,238,198,40,11.0,434,24737,lamabja01,-0.4723509999999993,BOS
2308,24739,Frank Lamanna,1940,6499,6,5,1,92.6667,64,54,426,0.0,95,7,0.0,67,67,0,1.0,28,24739,lamanfr02,-1.4000000000000001,BSN
2309,24746,Ray Lamb,1970,6504,20,22,3,409.0,180,164,1763,1554.0,405,27,554.0,167,140,27,8.0,247,24746,lambra01,0.3496191,CLE
2310,24749,Otis Lambeth,1910,6507,11,10,3,178.3333,86,63,739,0.0,176,3,0.0,74,74,0,14.0,58,24749,lambeot01,-0.10000000000000003,CLE
2311,24754,Dennis Lamp,1970,6509,18,27,0,454.0,213,181,1908,1757.0,487,33,692.0,110,89,21,11.0,171,24754,lampde01,1.7340200000000001,CHC
2312,24754,Dennis Lamp,1980,6510,68,60,35,1151.0004,571,499,4934,4461.0,1241,68,1667.0,369,323,46,16.0,565,24754,lampde01,2.417846,CHW
2313,24754,Dennis Lamp,1990,6511,10,9,0,225.667,131,119,981,885.0,247,21,372.0,70,51,19,8.0,121,24754,lampde01,0.36872296,BOS
2314,24765,Doc Landis,1880,6517,12,29,0,359.0,267,134,0,0.0,427,8,0.0,49,49,0,0.0,74,24765,landido01,-0.5,BAL
2315,24770,Bill Landrum,1980,6519,6,5,28,171.66660000000005,72,67,721,636.0,170,6,228.0,69,55,14,0.0,113,24770,landrbi01,2.0417712,CIN
2316,24770,Bill Landrum,1990,6520,12,10,30,189.6667,79,69,795,725.0,190,12,260.0,55,42,13,2.0,105,24770,landrbi01,2.5517708,PIT
2317,24786,Dick Lange,1970,6527,9,15,1,276.0004,167,137,1242,1095.0,298,31,445.0,123,118,5,6.0,137,24786,langedi01,-2.3110996000000004,CAL
2318,24787,Erv Lange,1910,6528,12,11,2,190.0,69,47,781,0.0,162,3,0.0,55,55,0,3.0,87,24787,langeer01,0.8,CHI
2319,24788,Frank Lange,1910,6529,28,25,3,498.3337,234,164,2058,0.0,455,9,0.0,219,219,0,17.0,318,24788,langefr01,3.8000000000000003,CHW
2320,24789,Rick Langford,1970,6530,27,49,0,625.6669999999999,315,280,2681,2426.0,652,57,948.0,200,183,17,9.0,351,24789,langfri01,7.224564,OAK
2321,24789,Rick Langford,1980,6531,46,57,0,865.3326999999998,430,384,3648,3371.0,918,103,1396.0,216,204,12,9.0,320,24789,langfri01,7.3357352,OAK
2322,24795,Johnny Lanning,1930,6535,25,31,6,536.6669999999999,261,219,2303,0.0,527,30,0.0,200,200,0,4.0,154,24795,lannijo01,2.9000000000000004,BSN
2323,24795,Johnny Lanning,1940,6536,33,29,7,534.3337,242,207,2274,0.0,551,25,0.0,158,158,0,2.0,141,24795,lannijo01,6.499999999999999,PIT
2324,24814,Terry Larkin,1870,6546,89,75,0,1529.3329999999999,857,387,6452,0.0,1544,11,0.0,114,114,0,0.0,401,24814,larkite01,10.899999999999999,CHC
2325,24821,Don Larsen,1950,6551,55,57,5,1049.668,491,442,4548,2420.0,963,86,819.0,515,507,8,20.0,532,24821,larsedo01,9.357828999999999,NYY
2326,24821,Don Larsen,1960,6552,26,34,18,498.3326,237,208,2162,1901.0,479,44,719.0,210,183,27,6.0,317,24821,larsedo01,4.543420200000001,SFG
2327,24823,Dan Larson,1970,6553,7,16,1,210.0,122,104,908,800.0,207,18,305.0,83,80,3,4.0,97,24823,larsoda01,1.6412374,HOU
2328,24826,Frank Lary,1950,6557,79,69,6,1253.6667,528,462,5311,4777.0,1249,96,1771.0,394,370,24,53.0,643,24826,laryfr01,15.117924599999998,DET
2329,24826,Frank Lary,1960,6558,49,47,5,908.6656,432,376,3795,3469.0,874,101,1335.0,222,211,11,44.0,456,24826,laryfr01,12.5794436,DET
2330,24828,Fred Lasher,1960,6559,9,3,14,134.0,59,52,565,479.0,108,12,171.0,66,56,10,3.0,96,24828,lashefr01,0.3725138,DET
2331,24829,Bill Laskey,1980,6561,42,53,2,745.3326,382,343,3174,2880.0,784,76,1202.0,210,196,14,13.0,325,24829,laskebi01,6.837897999999999,SFG
2332,24839,Barry Latman,1950,6566,12,7,1,216.0,89,80,923,799.0,177,18,273.0,102,99,3,6.0,134,24839,latmaba01,4.163462,CHW
2333,24839,Barry Latman,1960,6567,47,61,15,1002.9994,516,449,4276,3776.0,953,124,1503.0,387,355,32,42.0,695,24839,latmaba01,11.395483,CLE
2334,24851,Jimmy Lavender,1910,6574,63,76,12,1207.333,547,414,5058,0.0,1097,38,0.0,447,447,0,56.0,547,24851,lavenji01,7.2,CHC
2335,24857,Vern Law,1950,6578,82,86,13,1441.0009999999993,732,637,5611,4029.0,1538,142,1657.0,390,349,41,25.0,518,24857,lawve01,3.696698000000001,PIT
2336,24857,Vern Law,1960,6579,80,61,0,1231.0,542,481,4931,4644.0,1295,126,1873.0,207,174,33,15.0,574,24857,lawve01,10.989888999999998,PIT
2337,24863,Brooks Lawrence,1950,6581,68,62,21,1033.0,527,482,4364,3310.0,1025,109,1337.0,377,345,32,33.0,479,24863,lawrebr01,-3.908987,CIN
2338,24868,Roxie Lawson,1930,6585,42,36,7,779.6664,517,467,3624,0.0,886,65,0.0,458,458,0,7.0,240,24868,lawsoro01,3.8,DET
2339,24881,Charlie Lea,1980,6591,62,48,0,923.3333,407,363,3876,3455.0,864,79,1317.0,341,322,19,12.0,535,24881,leach01,13.9324082,MON
2340,24884,Terry Leach,1980,6593,29,15,7,461.333,198,168,1936,1744.0,450,31,634.0,140,113,27,7.0,228,24884,leachte01,5.4064076,NYM
2341,24884,Terry Leach,1990,6594,9,12,3,238.6667,81,77,992,912.0,238,7,320.0,57,36,21,6.0,103,24884,leachte01,2.1243562000000002,CHW
2342,24888,Luis Leal,1980,6595,51,58,1,946.0,476,435,4057,3648.0,968,101,1513.0,320,296,24,22.0,491,24888,leallu01,0.9770351000000002,TOR
2343,24890,King Lear,1910,6596,7,12,1,223.3337,96,75,932,0.0,224,10,0.0,64,64,0,8.0,66,24890,learki01,1.5,CIN
2344,24898,George Leclair,1910,6599,7,12,2,236.0,117,88,931,0.0,222,3,0.0,61,61,0,1.0,91,24898,laclage01,0.19999999999999998,PBS
2345,24901,Bill Lee,1930,6601,106,70,8,1570.6660000000004,645,560,6590,0.0,1562,84,0.0,483,483,0,13.0,640,24901,leebi02,27.200000000000003,CHC
2346,24901,Bill Lee,1940,6602,63,87,5,1293.333,659,567,5596,0.0,1391,53,0.0,410,410,0,11.0,358,24901,leebi02,5.3999999999999995,CHC
2347,24904,Bob Lee,1960,6606,25,23,63,492.0001,177,148,2047,1786.0,402,31,570.0,196,161,35,5.0,315,24904,leebo01,2.1659071000000005,CAL
2348,24906,Don Lee,1960,6608,39,41,11,787.6663,363,310,3373,3028.0,778,74,1158.0,262,248,14,29.0,448,24906,leedo01,7.240132999999998,LAA
2349,24912,Mark Lee,1970,6609,7,5,7,150.0,68,62,659,573.0,162,5,205.0,61,43,18,4.0,56,24912,leema01,0.04136099999999998,SDP
2350,24917,Tom Lee,1880,6615,6,12,0,167.333,131,65,217,0.0,176,13,0.0,44,44,0,0.0,95,24917,leeto01,-1.2000000000000002,BLU
2351,24922,Sam Leever,1890,6617,22,23,3,412.0,201,143,0,0.0,379,7,0.0,127,127,0,12.0,136,24922,leevesa01,7.6000000000000005,PIT
2352,24922,Sam Leever,1900,6618,166,72,8,2137.667,777,554,5978,0.0,1966,20,0.0,435,435,0,70.0,678,24922,leevesa01,32.800000000000004,PIT
2353,24922,Sam Leever,1910,6619,6,5,2,111.0,45,34,432,0.0,104,2,0.0,25,25,0,6.0,33,24922,leevesa01,1.5,PIT
2354,24955,Dave Lemanczyk,1970,6642,33,54,0,803.0003,460,411,3514,3116.0,874,75,1292.0,321,301,20,18.0,400,24955,lemanda01,-3.4853223000000004,DET
2355,24960,Bob Lemon,1940,6647,57,34,7,834.6669999999999,313,275,3510,0.0,669,39,0.0,431,431,0,13.0,389,24960,lemonbo01,12.200000000000001,CLE
2356,24960,Bob Lemon,1950,6648,150,94,15,2015.3323,872,749,8589,3436.0,1890,141,1309.0,820,807,13,44.0,888,24960,lemonbo01,32.331542,CLE
2357,24964,Mark Lemongello,1970,6651,22,38,1,537.0,264,242,2294,2065.0,564,56,857.0,159,140,19,15.0,209,24964,lemonma01,2.7339330000000004,HOU
2358,24975,Max Leon,1970,6655,14,18,13,310.3334,153,128,1342,1191.0,315,28,455.0,100,83,17,23.0,170,24975,leonma01,0.9876752,ATL
2359,24978,Dennis Leonard,1970,6656,87,62,1,1316.667,585,518,5463,4947.0,1242,112,1846.0,385,366,19,42.0,857,24978,leonade01,21.551475,KCR
2360,24978,Dennis Leonard,1980,6657,57,44,0,870.3340000000002,423,380,3686,3381.0,895,90,1366.0,237,217,20,10.0,466,24978,leonade01,12.8686453,KCR
2361,24980,Dutch Leonard,1930,6660,50,46,14,886.0,425,344,3739,0.0,932,52,0.0,189,189,0,17.0,269,24980,leonadu02,12.599999999999998,BRO
2362,24980,Dutch Leonard,1940,6661,122,123,2,2047.334,884,715,8535,0.0,2105,84,0.0,445,445,0,31.0,779,24980,leonadu02,31.9,WSH
2363,24980,Dutch Leonard,1950,6662,19,12,28,285.0001000000001,123,103,1196,268.0,267,22,110.0,103,103,0,8.0,122,24980,leonadu02,1.8982186000000003,CHC
2364,24984,Dave Leonhard,1960,6664,14,11,3,234.6663,79,75,953,836.0,184,19,275.0,101,90,11,3.0,107,24984,leonhda01,0.034677,BAL
2365,24996,Barry Lersch,1970,6672,18,29,4,552.6666,241,228,2293,2076.0,516,64,827.0,162,144,18,9.0,304,24996,lerscba01,3.4826778000000003,PHI
2366,25006,Dixie Leverett,1920,6676,29,34,6,637.0007,374,319,2838,0.0,725,25,0.0,221,221,0,17.0,193,25006,leverdi01,3.5000000000000004,CHW
2367,25010,Dutch Levsen,1920,6678,21,26,0,403.9995,218,187,1783,0.0,426,17,0.0,173,173,0,13.0,88,25010,levsedu01,4.3,CLE
2368,25026,Ted Lewis,1890,6688,65,35,3,879.6667,459,331,0,0.0,865,32,0.0,334,334,0,27.0,209,25026,lewiste01,13.200000000000001,BSN
2369,25026,Ted Lewis,1900,6689,29,29,1,525.3330000000001,294,220,0,0.0,514,25,0.0,177,177,0,12.0,169,25026,lewiste01,5.7,BOS
2370,25037,Glenn Liebhardt,1900,6694,36,35,2,612.6663,225,148,1219,0.0,543,3,0.0,183,183,0,14.0,280,25037,liebhgl01,5.8,CLE
2371,25049,Vive Lindaman,1900,6700,36,60,2,904.0,418,293,3670,0.0,876,22,0.0,296,296,0,37.0,286,25049,lindavi01,3.0000000000000004,BSN
2372,25053,Johnny Lindell,1950,6705,6,17,0,199.0,122,103,910,0.0,195,17,0.0,139,139,0,6.0,118,25053,lindejo01,-2.25224,PHI
2373,25061,Jim Lindsey,1930,6709,16,14,18,328.0003000000001,183,152,1478,0.0,374,20,0.0,147,147,0,8.0,138,25061,lindsji01,2.8,STL
2374,25068,Ed Linke,1930,6713,22,22,6,449.0004,313,280,2066,0.0,555,28,0.0,206,206,0,5.0,156,25068,linkeed01,-0.3999999999999999,WSH
2375,25073,Frank Linzy,1960,6715,46,38,77,505.99939999999987,176,140,2133,1901.0,477,16,594.0,166,113,53,10.0,242,25073,linzyfr01,-0.8317395000000001,SFG
2376,25073,Frank Linzy,1970,6716,16,19,34,311.3333,139,119,1324,1169.0,313,19,427.0,116,72,44,4.0,116,25073,linzyfr01,-1.8292656000000003,MIL
2377,25080,Hod Lisenbee,1920,6720,20,15,0,327.6667,177,153,1423,0.0,333,11,0.0,114,114,0,8.0,120,25080,lisenho01,3.2,WSH
2378,25080,Hod Lisenbee,1930,6721,16,40,0,561.0,362,316,2478,0.0,646,51,0.0,184,184,0,9.0,119,25080,lisenho01,4.5,BOS
2379,25082,Ad Liska,1930,6724,14,9,3,257.0004,123,101,1121,0.0,267,11,0.0,108,108,0,6.0,71,25082,liskaad01,4.7,PHI
2380,25084,Mark Littell,1970,6725,31,25,52,459.6666,171,153,1932,1636.0,344,23,492.0,251,219,32,5.0,430,25084,littema01,7.6437,KCR
2381,25091,John Littlefield,1980,6729,7,8,11,130.0,59,49,542,480.0,124,7,165.0,48,34,14,2.0,43,25091,littljo01,-0.380133,SDP
2382,25097,Buddy Lively,1940,6731,8,13,1,248.9997,129,115,1075,0.0,230,27,0.0,127,127,0,1.0,94,25097,livelbu01,3.0999999999999996,CIN
2383,25098,Jack Lively,1910,6732,7,5,0,113.667,73,58,498,0.0,143,1,0.0,34,34,0,7.0,45,25098,livelja01,0.2,DET
2384,25112,Bobby Locke,1960,6738,13,13,8,338.9999,176,159,1479,1321.0,366,34,523.0,124,105,19,6.0,154,25112,lockebo01,2.0857443,PHI
2385,25116,Bob Locker,1960,6741,31,25,54,501.6666,176,145,2052,1857.0,419,26,588.0,135,85,50,21.0,342,25116,lockebo02,8.563183,CHW
2386,25116,Bob Locker,1970,6742,26,14,41,377.333,153,124,1588,1412.0,357,14,468.0,122,92,30,15.0,235,25116,lockebo02,3.973468,OAK
2387,25121,Skip Lockwood,1970,6745,54,95,66,1167.3339,499,452,4908,4313.0,1045,91,1512.0,467,408,59,33.0,808,25121,lockwsk01,12.5407466,NYM
2388,25124,Billy Loes,1950,6747,71,56,27,1030.0,477,435,4358,2010.0,981,96,756.0,365,351,14,26.0,562,25124,loesbi01,13.1807212,BRO
2389,25124,Billy Loes,1960,6748,9,7,5,160.3337,88,79,685,606.0,154,22,251.0,56,50,6,9.0,83,25124,loesbi01,1.3553680000000001,SFG
2390,25133,Bill Lohrman,1930,6752,22,20,3,353.6670000000001,169,144,1467,0.0,362,24,0.0,81,81,0,5.0,127,25133,lohrmbi01,3.0,NYG
2391,25133,Bill Lohrman,1940,6753,38,39,5,637.0004,310,262,2709,0.0,686,47,0.0,159,159,0,8.0,203,25133,lohrmbi01,2.9000000000000004,NYG
2392,25145,Jim Lonborg,1960,6760,54,57,2,897.3330000000001,435,392,3832,3407.0,831,87,1280.0,327,308,19,47.0,663,25145,lonboji01,4.987866,BOS
2393,25145,Jim Lonborg,1970,6761,103,80,2,1567.0003,735,664,6670,6013.0,1569,146,2395.0,496,444,52,58.0,812,25145,lonboji01,6.04842,PHI
2394,25148,Bill Long,1980,6762,21,25,4,455.6667,240,219,1934,1773.0,492,53,788.0,113,106,7,11.0,213,25148,longbi01,1.87502635,CHW
2395,25148,Bill Long,1990,6763,6,2,5,63.0001,36,33,282,250.0,76,10,120.0,27,23,4,1.0,34,25148,longbi01,-0.18350747,CHC
2396,25171,Aurelio Lopez,1970,6773,14,7,21,208.0,84,75,874,752.0,168,16,257.0,93,88,5,4.0,157,25171,lopezau01,2.718352,DET
2397,25171,Aurelio Lopez,1980,6774,48,29,72,702.0,308,285,2944,2596.0,617,86,1010.0,274,240,34,11.0,478,25171,lopezau01,5.969533000000001,DET
2398,25196,Tom Lovett,1880,6791,24,18,0,367.667,228,167,594,0.0,364,6,0.0,103,103,0,13.0,148,25196,lovetto01,1.7,BRO
2399,25196,Tom Lovett,1890,6792,64,41,1,937.667,612,404,0,0.0,977,42,0.0,341,341,0,46.0,291,25196,lovetto01,8.8,BRO
2400,25201,Grover Lowdermilk,1910,6795,23,37,0,555.9999,302,211,2379,0.0,497,4,0.0,341,341,0,34.0,282,25201,lowdegr01,-0.9999999999999999,SLB
2401,25208,Turk Lown,1950,6800,42,51,51,807.3337,436,393,3524,1209.0,773,83,439.0,496,470,26,9.0,445,25208,lowntu01,-5.167342700000001,CHC
2402,25208,Turk Lown,1960,6801,13,10,22,224.6666,89,79,956,832.0,205,22,314.0,94,80,14,1.0,129,25208,lowntu01,1.59117754,CHW
2403,25217,Pat Luby,1890,6804,40,41,2,797.3333,524,344,0,0.0,810,32,0.0,311,311,0,51.0,215,25217,lubypa01,4.0,CHC
2404,25223,Red Lucas,1920,6808,59,41,6,920.0,421,372,3833,0.0,944,40,0.0,191,191,0,9.0,225,25223,lucasre01,13.3,CIN
2405,25223,Red Lucas,1930,6809,98,94,1,1622.001,782,679,6818,0.0,1792,96,0.0,264,264,0,13.0,377,25223,lucasre01,19.4,PIT
2406,25226,Con Lucid,1890,6811,23,23,0,375.0003,340,251,0,0.0,482,15,0.0,204,204,0,28.0,65,25226,lucidco01,-1.4,BRO
2407,25232,Steve Luebber,1970,6814,6,10,3,189.6663,100,92,831,714.0,187,16,277.0,102,95,7,5.0,81,25232,luebbst01,-2.6141363999999996,MIN
2408,25248,Carl Lundgren,1900,6827,91,55,6,1322.0003,496,355,4656,0.0,1129,16,0.0,476,476,0,35.0,535,25248,lundgca01,13.3,CHC
2409,25254,Dolf Luque,1910,6829,16,7,3,202.6667,87,72,838,0.0,184,3,0.0,76,76,0,3.0,70,25254,luquedo01,0.19999999999999996,BSN
2410,25254,Dolf Luque,1920,6830,138,146,7,2479.667,1059,851,10321,0.0,2446,75,0.0,688,688,0,21.0,904,25254,luquedo01,37.800000000000004,CIN
2411,25254,Dolf Luque,1930,6831,40,26,18,538.0003,266,238,2311,0.0,601,35,0.0,154,154,0,2.0,156,25254,luquedo01,5.799999999999999,NYG
2412,25271,Ed Lynch,1980,6839,47,54,8,940.3326,470,418,4003,3691.0,1050,89,1578.0,229,196,33,14.0,396,25271,lynched01,5.941934300000002,NYM
2413,25273,Jack Lynch,1880,6840,110,104,0,1915.334,1206,777,7082,0.0,2026,53,0.0,290,290,0,29.0,858,25273,lynchja01,7.3,NYP
2414,25276,Mike Lynch,1900,6842,43,32,3,656.0,296,222,2722,0.0,597,9,0.0,281,281,0,29.0,292,25276,lynchmi02,2.5999999999999996,PIT
2415,25283,Red Lynn,1940,6845,9,7,4,126.6666,62,56,548,0.0,120,7,0.0,61,61,0,2.0,60,25283,lynnre01,0.8999999999999999,CHC
2416,25293,Ted Lyons,1920,6850,104,87,18,1592.3337,777,644,6818,0.0,1694,53,0.0,487,487,0,10.0,342,25293,lyonste01,23.700000000000003,CHW
2417,25293,Ted Lyons,1930,6851,117,115,5,1972.001,1038,855,8501,0.0,2203,130,0.0,525,525,0,15.0,536,25293,lyonste01,32.099999999999994,CHW
2418,25293,Ted Lyons,1940,6852,39,28,0,596.6657,241,197,2478,0.0,592,39,0.0,109,109,0,6.0,195,25293,lyonste01,11.2,CHW
2419,25296,Rick Lysander,1980,6854,9,17,11,256.3334,142,122,1124,996.0,290,16,404.0,96,75,21,2.0,111,25296,lysanri01,-0.222289,MIN
2420,25300,Duke Maas,1950,6856,40,43,11,663.9989999999999,353,308,2863,2543.0,673,65,995.0,249,235,14,17.0,328,25300,maasdu01,3.8245910000000003,DET
2421,25301,Bob Mabe,1950,6858,7,11,3,141.3337,94,74,623,549.0,142,17,233.0,60,52,8,4.0,82,25301,mabebo01,-0.12214999999999998,CIN
2422,25304,Bill MacDonald,1950,6862,8,11,1,160.3333,98,83,616,492.0,150,17,197.0,96,96,0,2.0,64,25304,macdobi01,-1.929863,PIT
2423,25308,Danny MacFayden,1920,6864,24,42,2,589.3330000000001,326,275,2546,0.0,626,29,0.0,225,225,0,18.0,165,25308,macfada01,6.2,BOS
2424,25308,Danny MacFayden,1930,6865,101,111,5,1997.0013,998,858,8675,0.0,2200,76,0.0,606,606,0,41.0,600,25308,macfada01,19.7,BSN
2425,25308,Danny MacFayden,1940,6866,7,6,2,119.6666,70,58,546,0.0,155,7,0.0,41,41,0,5.0,32,25308,macfada01,0.10000000000000003,BSN
2426,25312,Julio Machado,1990,6868,7,4,6,136.0,50,47,578,484.0,106,16,178.0,80,73,7,5.0,137,25312,machaju01,1.3413529999999998,MIL
2427,25350,Nick Maddox,1900,6887,41,17,1,518.0,169,121,2038,0.0,414,7,0.0,142,142,0,30.0,164,25350,maddoni01,6.8,PIT
2428,25353,Dave Madison,1950,6890,8,7,0,158.0,117,100,742,11.0,173,16,6.0,103,103,0,8.0,70,25353,madisda01,-2.4634764,DET
2429,25360,Bill Magee,1890,6893,27,43,0,634.6659999999998,453,352,0,0.0,708,18,0.0,318,318,0,52.0,127,25360,mageebi01,0.6999999999999998,LOU
2430,25365,Sal Maglie,1950,6896,114,58,14,1638.6663,662,581,6731,2741.0,1519,167,1063.0,540,532,8,42.0,830,25365,maglisa01,14.576725,NYG
2431,25375,Art Mahaffey,1960,6899,59,64,1,998.9993,507,463,4257,3769.0,959,125,1585.0,368,345,23,39.0,639,25375,mahafar01,3.311561999999999,PHI
2432,25377,Roy Mahaffey,1930,6902,66,49,5,1042.0,661,580,4703,0.0,1167,83,0.0,442,442,0,23.0,358,25377,mahafro01,5.3999999999999995,PHA
2433,25384,Rick Mahler,1980,6907,87,101,2,1728.667,852,754,7350,6656.0,1837,141,2640.0,528,465,63,30.0,845,25384,mahleri01,7.706320800000002,ATL
2434,25384,Rick Mahler,1990,6908,9,10,4,200.667,104,97,855,769.0,204,20,308.0,67,62,5,5.0,95,25384,mahleri01,1.670527,ATL
2435,25395,Alex Main,1910,6915,21,22,6,403.333,159,124,1617,0.0,342,7,0.0,150,150,0,13.0,160,25395,mainal01,3.3,DET
2436,25398,Willard Mains,1890,6920,15,16,1,256.6667,181,99,0,0.0,253,5,0.0,148,148,0,14.0,91,25398,mainswi01,2.3,BSN
2437,25406,John Malarkey,1900,6925,19,26,1,423.333,232,136,1084,0.0,424,5,0.0,154,154,0,11.0,137,25406,malarjo01,2.2,BSN
2438,25433,Pat Malone,1920,6938,40,23,4,517.6669999999999,219,185,2200,0.0,501,27,0.0,201,201,0,12.0,321,25433,malonpa02,8.8,CHC
2439,25433,Pat Malone,1930,6939,94,69,22,1397.3333,717,610,6076,0.0,1433,76,0.0,504,504,0,33.0,703,25433,malonpa02,11.2,CHC
2440,25436,Jim Maloney,1960,6941,134,80,3,1801.9994,689,617,7507,6587.0,1457,132,2141.0,771,734,37,33.0,1585,25436,malonji01,31.23744300000001,CIN
2441,25440,Gordon Maltzberger,1940,6944,20,13,33,293.3334,93,88,1193,0.0,258,17,0.0,74,74,0,5.0,136,25440,maltzgo01,6.800000000000001,CHW
